creditscore,annualgrossrevenue,grossrevattimeofinv,naicscode,entitystructure,investeetype,bankedatintake,jobstimeofinvestment,business_age_years,original_note_amount,current_interest_rate,starting_interest_rate,loan_type,portfolio_code_id,loan_group_no,entity,risk_rating_no,loan_age_months,times_renewed,times_extended,current_principal_balance,current_payoff_balance,contractualjurisdiction,is_default
728,1373992.03,1328736.74,531210,4,2,0,16,17.8,96974.62,17.0101,17.2792,1,3,7,Partnership,6,20.7,0,0,73439.86,74941.03,TX,0
674,447802.73,477626.08,236220,1,4,0,23,18.4,138493.59,6.6884,6.3161,3,2,9,LLC,7,33.8,0,0,83603.56,78063.54,TX,0
500,1168937,1072399.79,238210,4,4,0,1,19.1,62463.48,9.9242,9.9069,3,1,3,Sole Proprietor,4,7.5,0,0,32759.61,28028.57,CA,1
520,298456.73,308100.02,621111,2,4,1,15,3.2,93644.45,9.0096,9.4133,3,4,2,Corp,7,23.9,2,1,63180.11,57143.14,NC,1
627,515081.92,636820.47,238210,6,5,0,12,2.5,148894.21,9.5457,10.3228,7,4,6,Corp,8,24.6,3,3,103889.61,96415.03,NC,1
664,1243986.07,1436591.44,722511,5,3,1,21,6.5,60871.42,9.8567,10.618,3,5,9,LLC,1,26.4,1,3,29811.95,29816.93,CA,1
518,509007.67,483510.62,445110,5,2,0,13,5.2,95742.01,14.9885,15.59,4,4,9,Partnership,7,15.2,0,3,67055.62,64531.16,CA,1
621,2144109.97,2039939.46,484110,5,3,1,12,10.4,160205.48,12.0637,11.681,5,4,3,Sole Proprietor,3,1,1,1,127656.65,115454.71,WA,0
663,2299531.83,2841462.88,621111,3,2,0,10,19,101041.44,7.7109,7.0229,8,1,1,LLC,3,31.5,1,1,85145.51,88086.99,IL,0
639,1195522.55,1385711.1,445110,2,2,0,13,12.7,165411.48,4.8739,4.9203,5,3,1,Partnership,2,26.9,0,1,84646.31,84500.5,IL,0
690,621867.5,655625.24,541511,4,5,0,10,12.3,144862.54,16.5987,18.7161,1,3,4,LLC,9,34.3,2,2,109450.42,102140.68,NY,1
615,587256.36,566628.89,621111,2,4,0,5,4.6,228635.05,8.6465,8.9587,2,5,2,Sole Proprietor,7,34.8,0,1,192540.63,190777.31,NC,1
751,2209076.16,2417053.21,531210,2,4,1,21,17.4,151295.88,12.288,14.0576,7,1,1,Sole Proprietor,3,23.8,0,0,84249.65,81260.12,NY,0
641,553080.45,526287.26,722511,2,1,0,23,9.5,88516.23,3.6937,3.9763,8,5,6,Sole Proprietor,2,19.2,1,2,66494.14,61546.83,CA,1
552,249407.88,278444.18,445110,3,2,0,9,18.1,187235.15,14.6505,16.1861,8,4,5,Corp,7,7.2,1,2,87212.38,76644.98,WA,1
560,1014635.31,1124441.93,722511,5,1,0,6,13.2,97918.46,15.8474,15.986,7,3,5,Sole Proprietor,6,44,1,2,52939.06,50941.29,TX,1
563,631537.63,676420.14,621111,3,5,0,0,10.9,114655.92,13.9914,15.772,7,2,9,Corp,6,35.2,0,0,76774.3,72123.71,AZ,1
709,562857.62,670237.25,722511,2,3,1,17,7.5,183502.91,12.8975,14.4871,6,5,7,Corp,5,25.8,3,3,136006.06,128589.82,FL,1
760,584478.67,729842.01,722511,3,2,1,28,19.7,170765.95,8.7634,8.6893,1,3,5,Partnership,4,11.1,1,1,130436.09,113106.07,CA,0
685,605703.06,580750.09,722511,1,4,1,14,3.8,173302.66,6.8414,6.6507,4,6,7,LLC,2,25.8,1,0,95456.37,89861.31,TX,0
570,435205.67,506917.32,722511,3,3,1,8,21.2,222538.82,6.1253,5.8885,4,5,2,Corp,9,34.7,2,3,172448.38,155909.55,AZ,1
571,323405.66,325450.18,621111,3,3,0,8,7.5,129063.37,6.7194,7.4988,1,5,4,Partnership,5,22.8,2,2,97886.42,98728.38,TX,1
688,501510.76,602655.45,621111,2,4,0,13,0.9,66096.44,12.8776,11.9324,7,4,9,LLC,8,1,0,0,60096.27,60472.4,GA,1
586,746681.49,748635.3,236220,1,3,0,19,4,179838.65,15.7215,16.3243,1,4,9,Partnership,4,36.9,1,2,81422.05,80903.39,OH,1
732,1186204.37,1190407.96,621111,3,4,0,14,5.3,232282.68,9.5273,8.9264,1,1,4,Partnership,5,15.8,0,0,211725.76,222217.97,NY,0
683,3756745.95,4454873.64,531210,1,2,1,12,5.3,97775.52,10.1132,9.5247,4,3,8,LLC,5,27.4,1,0,75897.26,66762.73,TX,0
572,1959581.8,2079367.37,621111,5,3,0,16,2.4,210907.3,13.344,12.277,7,6,1,Corp,6,16.2,0,3,116303.97,119282.03,TX,1
586,1168500.89,1021516.77,238210,5,3,0,8,2.8,99587.49,4.6188,4.5057,2,3,4,LLC,5,27.3,0,0,60378.4,51937.02,IL,1
558,555535.32,473167.23,722511,6,5,0,23,4,194016.99,13.6366,12.6346,7,2,8,Corp,3,30.9,2,0,142114.13,121604.55,WA,1
715,853286.35,1045683.94,621111,5,2,1,8,17.5,107686.64,10.5281,10.6404,1,3,2,LLC,3,31,0,1,60120.01,56189.26,GA,0
618,637931.71,690455.39,484110,3,3,1,17,11.2,192133.18,16.7129,17.4935,1,1,5,Partnership,8,51.5,1,3,130455.07,132980.22,NY,1
515,1892490.72,1737493.06,722511,5,5,1,0,10.3,102369.04,18.6908,16.8962,3,3,9,Corp,4,25.5,2,1,83771.18,72949.46,AZ,1
514,468885.44,451461.45,484110,4,4,0,22,13.3,221295,16.0329,16.5395,6,6,6,Sole Proprietor,5,19.3,0,0,205501.23,178964.04,IL,1
709,1232609.05,1347082.22,445110,3,4,0,10,15.5,161304.82,6.9789,7.0014,1,2,5,Sole Proprietor,1,29.1,1,0,125321.96,116123.31,OH,0
748,2163717.56,2112087.01,621111,5,1,0,9,13.9,100815.77,11.1031,11.8429,8,5,7,Sole Proprietor,4,27.9,0,1,47107.64,47992.28,NY,0
574,680093.51,684550.88,238210,6,3,0,5,19.7,150556.53,8.7386,9.4882,6,1,9,Partnership,6,40.7,1,1,106792.21,107793.74,AZ,1
684,725641.63,839129.46,722511,4,5,0,20,11.6,77387.21,7.5004,8.3978,4,6,5,LLC,4,43.8,1,1,54255.78,55967.53,CA,0
681,1037373.66,885812.45,531210,3,2,0,5,10.8,156178.36,13.9655,13.1296,5,2,6,LLC,3,14.3,0,2,127461.78,118368.19,OH,0
659,504568.21,530152.17,238210,1,1,1,12,10,177179.6,8.7871,8.0778,2,1,7,Corp,3,5.9,1,1,98428.89,98816.4,WA,0
733,513118.24,572125.87,531210,3,4,1,35,10.5,80183.34,11.1745,10.5707,3,1,9,Partnership,1,19.8,2,1,41033.71,39874.47,IL,0
641,562434.13,586648.91,238210,2,2,0,1,0.8,118097.26,14.6105,13.9875,4,2,6,Corp,6,15.3,0,4,105910.85,109668.64,WA,1
645,1402178.82,1631069.62,445110,4,1,1,27,13.1,210285.7,3.5,3.5312,5,4,2,LLC,6,32.1,0,1,109123.51,100533,GA,0
709,424527.31,441746.52,445110,2,1,1,5,15.6,230044.36,12.082,11.1828,4,4,8,LLC,7,8,1,3,139580.52,144489.93,AZ,1
589,1098350.34,1250616.51,484110,2,3,1,8,3.6,222151.45,10.0543,9.5997,7,5,7,Sole Proprietor,7,26.8,1,3,166317.68,162998.38,WA,1
615,190495.89,234868.71,238210,6,4,1,5,11,96604.43,12.1841,11.8013,2,4,4,Partnership,8,15.2,1,0,88805.28,90014.02,NC,1
587,299556.55,268056.43,621111,1,4,0,11,19.8,110706.64,13.6051,15.2637,8,5,1,LLC,5,26.1,0,1,71319.03,62539.58,GA,1
705,1308390.97,1255433.7,236220,6,3,0,30,12.4,130217.83,9.1491,9.9365,4,1,9,LLC,7,7.7,0,1,109284.79,101528.47,FL,0
619,549801.9,539358.32,236220,4,1,0,7,15.8,148195.74,14.0626,14.7747,8,4,7,Corp,6,32.6,0,2,84951.42,75589.04,FL,1
710,3098863.14,3328361.59,445110,4,5,0,17,18,401289.28,9.0428,8.6935,7,4,6,Corp,2,45.2,1,1,272326.72,243523.95,IL,0
591,853941.1,981856.79,621111,5,4,0,6,5.5,100830.37,18.4352,20.3499,5,3,9,Sole Proprietor,5,32.8,1,0,49187.31,49872.38,WA,1
745,2378190.19,2430606.71,541511,2,5,1,25,11.5,169491.9,5.732,6.5071,4,4,8,Corp,5,6.7,0,0,103889.46,94381.62,IL,0
652,1342837.23,1607208.35,236220,2,1,1,14,6.7,242650.26,7.0079,6.3435,4,2,9,LLC,4,25.4,1,2,129556.79,128409.78,NC,0
702,447180.69,451772.87,238210,3,3,1,27,14.7,281308.77,9.6109,10.0047,8,2,1,Sole Proprietor,4,9.2,0,0,229104.05,223213.38,AZ,0
725,1589366.47,1478369.91,541511,5,1,1,17,9.5,133999.22,12.6287,12.4588,5,4,7,Partnership,7,50.4,0,4,89900.89,92504.21,CA,0
623,477364.91,497817.27,484110,4,4,1,13,18.8,186437.31,14.6558,16.5106,1,4,9,Corp,9,25,2,2,152054.91,153788.37,CA,1
725,1095135.83,1006729.2,531210,1,3,1,12,13.2,167870.01,12.3115,11.5752,7,2,1,LLC,4,21.2,0,1,121052.33,126178.99,FL,0
595,487704.1,558259.21,238210,2,5,1,8,7.4,165439.22,13.1945,13.6266,4,6,3,Sole Proprietor,4,35.7,0,0,80774.91,72611.59,GA,1
555,477480.64,493404.86,445110,1,3,1,13,12,199265.98,11.881,11.0688,5,5,7,LLC,6,39.8,1,3,95520.01,89389.51,AZ,1
680,1506155.13,1313950.32,722511,6,5,0,14,19.2,277182.99,8.6224,8.4835,2,2,5,Corp,4,39.5,1,0,242079.33,225317.69,FL,0
663,452574.96,555349.12,445110,6,5,1,15,8.5,293132.46,9.0461,8.4954,8,2,1,Partnership,7,18.5,1,3,243635.37,250377.47,IL,1
500,254974.56,247536.29,236220,5,3,1,3,15.1,174676.86,18.6358,17.5716,4,6,3,Corp,7,49.2,2,2,105133.48,107383.82,OH,1
673,746290.02,699561.78,722511,5,3,1,11,0.5,296585.04,14.7078,13.9618,2,3,5,Partnership,9,38.4,1,2,181765.02,182671.34,OH,1
821,2613565.41,2932314.67,541511,4,5,1,21,9.2,302740.46,6.699,7.2176,7,1,7,LLC,2,27.5,1,0,226131.3,231265.6,OH,0
651,591610.52,559251.06,238210,6,2,0,3,5.2,194093.4,10.8897,9.942,8,2,5,LLC,6,21.1,2,0,147463.55,131686.1,TX,1
663,4919553.98,5627441.42,445110,2,2,0,10,9.7,129412.51,9.8726,11.2771,5,6,5,Sole Proprietor,1,9.3,1,0,72630.29,63665.65,OH,0
760,1777102.77,1740598.97,621111,2,2,1,23,7.7,165632,13.0412,12.5056,1,5,2,LLC,2,7.8,1,0,144011.97,146636.7,GA,0
611,645967.94,625028.36,236220,4,2,0,11,4.5,155368.11,12.149,12.8893,4,5,9,Corp,6,37.2,3,3,99068.78,103426.46,NY,1
685,736487.67,765280.24,484110,2,2,0,31,6.8,321154.12,9.5381,9.8096,8,4,1,Corp,3,30.1,0,0,157928.11,149571.42,CA,0
628,574195.14,492692.61,445110,1,3,0,8,3.7,137170.53,11.875,12.5566,6,4,9,Corp,7,37.2,2,1,62795.35,55971.12,WA,1
701,872030.23,844314.45,621111,1,2,0,4,18.4,218914.45,7.202,7.0158,2,4,5,Corp,2,40.5,0,2,169323.22,159925.25,CA,0
651,4270471.22,5024773.09,236220,4,4,1,8,2.8,136794.59,9.7225,9.9267,6,2,6,LLC,6,19.6,1,1,79881.43,71051.24,GA,0
639,1533004.24,1830210.12,621111,1,5,1,6,11.1,201742.82,8.8886,8.8476,5,6,1,Corp,7,32.4,1,0,190305.04,188931.85,AZ,0
641,1454050.94,1296076.97,484110,1,3,1,13,0.5,146042.17,11.8423,13.2299,6,2,6,Sole Proprietor,4,33.5,1,2,126288.04,111448.97,CA,1
571,1054638.62,956894.22,236220,2,2,0,4,16.1,150591.95,16.1843,14.6745,2,2,5,Corp,6,37.4,1,3,72110.4,62455.47,GA,1
727,571766.46,710824.24,541511,5,1,0,21,18.2,217901.14,12.8407,12.2572,1,1,6,Partnership,3,14.4,1,0,171716.84,176628.84,GA,0
680,714180.84,631083.14,541511,2,5,0,0,13.7,122898.58,13.4038,14.1999,7,4,6,Corp,9,1,1,1,73251.2,69445.03,GA,1
669,2057051.09,1820761.88,621111,5,2,1,23,14.9,76779.74,8.8822,9.6721,4,2,5,LLC,4,15,1,0,58196.58,53394.12,NC,0
561,1822815.89,2102947.63,238210,5,2,0,14,13.8,101039.07,17.2466,19.7774,7,6,6,Partnership,4,32.8,0,2,55469.68,47296.39,NY,1
719,1389746.93,1362718.53,484110,2,3,1,3,9.9,139083.29,15.6212,17.3264,1,1,1,LLC,4,24.1,2,0,62734.76,55858.31,AZ,0
561,675966.68,643458.48,484110,2,4,1,0,3.6,160946.24,11.4496,11.8563,5,5,1,LLC,4,35.8,0,1,144709.65,134288.07,OH,1
682,1947364.13,2105512.46,236220,3,2,1,6,8.2,220779.41,11.0121,10.7013,1,6,3,LLC,3,28.9,2,0,102756.09,104695.45,AZ,0
578,2278703.37,2626272.74,445110,1,1,0,8,15,154683.06,7.7791,7.4052,7,1,5,Corp,5,26.4,2,1,135728.93,127399.77,TX,1
745,1571088.81,1940005.25,445110,1,2,1,23,12.3,92239.67,10.6021,9.5789,7,3,4,Corp,4,34.6,2,1,56947.64,57505.12,AZ,0
635,2058879.51,2432777.64,236220,5,3,1,16,14,282416.86,3.5,3.727,4,5,3,LLC,3,23.4,2,0,210229.82,188455.13,TX,0
653,510462.77,459871.37,236220,3,4,0,0,10.3,492733.18,9.1235,9.4482,1,2,3,Partnership,3,23.4,0,1,391249.29,356706.25,AZ,1
565,256407.16,248320.89,541511,2,4,1,11,7.8,91369.67,16.9506,15.9755,1,4,9,Sole Proprietor,7,24,2,2,78058,75205.42,NY,1
588,309605.74,313736.4,238210,2,2,1,0,5.2,313120.21,6.0325,6.3102,2,2,3,Partnership,4,27.3,1,1,246303.49,227783.74,NC,1
534,593031.9,537331.57,484110,1,1,1,0,4.1,98849.49,16.3405,18.4766,4,5,6,LLC,8,26.9,0,1,63388.07,60716.25,FL,1
586,976526.87,952051.56,722511,2,3,0,19,16.1,157702.01,13.9583,15.0526,3,5,3,Corp,4,25.3,0,3,135815.44,117689.53,IL,1
656,780191.57,928336.99,236220,3,3,1,8,9,96238.37,10.4135,9.5815,5,2,9,LLC,2,27.3,0,1,50969.18,46529.88,OH,0
535,1713279.11,1765911.05,238210,3,2,1,10,6.7,120869.86,17.3697,15.6357,7,4,5,Partnership,5,28.8,0,1,68847.14,67073.06,TX,1
619,875674.98,781588.5,531210,6,3,1,12,6.7,124558.9,7.825,7.8557,5,3,6,Corp,8,20.2,0,3,111178.96,109454.35,CA,1
668,1107953.21,1079606.07,541511,2,5,1,12,7.8,162167.52,9.7278,11.0337,8,5,4,Sole Proprietor,3,34.8,0,1,111052.32,107273.64,OH,0
550,1108714.2,1369600.86,236220,1,1,0,7,4.1,82989.59,9.3866,9.7494,4,6,5,Partnership,6,48.1,2,5,66141.68,67297.45,WA,1
652,670972.54,595095.38,621111,6,2,0,26,20.6,190220.75,5.4348,5.7887,1,4,8,Corp,5,34.6,0,1,93928.7,88311.87,NC,0
689,1922308.11,2228213.35,238210,4,1,1,1,17.3,110888.64,9.2967,10.582,4,3,1,Partnership,4,43.7,1,0,79137.33,73614.16,GA,0
623,424631.62,371717.94,531210,5,5,1,18,0.5,309748.13,11.1421,12.3429,8,1,4,Corp,4,32.7,0,2,231086.56,204760.77,NY,1
605,270141.96,262618.94,722511,4,1,1,4,13.9,111335.62,18.2551,18.0456,1,4,7,Partnership,4,13.3,1,2,63034.7,53948.33,TX,1
627,536949.67,526269.48,621111,4,1,0,0,11.7,43719.73,13.1439,12.4843,6,5,5,LLC,6,11.1,1,2,35636.47,37049.64,CA,1
649,1748427.41,1807849.63,621111,2,2,0,21,0.5,78924.36,12.5357,12.726,5,4,9,Corp,6,60.3,1,2,37693.77,38272.65,CA,1
603,3124039.08,3328178.02,621111,6,5,0,3,15.1,91912.02,9.2087,10.3193,7,1,9,LLC,5,27.3,2,4,69884.2,71034.9,IL,1
673,1088346.49,1151188.91,238210,3,5,1,29,17.2,200378.95,6.1721,6.9729,1,5,3,Sole Proprietor,4,29.6,0,0,129890.84,111399.96,FL,0
635,629753.88,723887.39,722511,6,4,1,12,20.3,68876.79,12.6103,14.3385,5,4,1,Corp,6,12.9,1,1,45681.9,44499.1,NY,0
704,1985488.03,2290245.43,484110,6,5,0,10,9.4,171016.3,8.7339,9.7636,4,2,9,Corp,5,9.6,0,0,95949.33,98610.61,OH,0
694,527611.99,450905.51,541511,2,5,1,17,14.8,75613.59,9.8659,8.8877,1,6,1,Corp,5,17.8,0,2,39554.69,40292.11,AZ,0
663,584012.47,689846.5,236220,3,3,1,14,8.4,114389.7,19.5417,19.9932,6,3,7,Partnership,9,57.8,0,3,93156.75,85825.53,FL,1
744,283543.28,338076.33,531210,5,5,0,23,10.5,91494.25,14.0233,14.7391,8,2,8,LLC,1,17.5,1,1,60461.59,53750.97,IL,0
701,1484439.66,1330772.94,621111,3,1,0,20,14.3,115836.51,8.2049,7.8579,4,2,1,Sole Proprietor,4,14.5,1,0,58631.45,56060.51,CA,0
752,731265.84,896680.42,484110,5,4,1,7,18.5,136711.13,10.4665,11.4383,3,1,5,Partnership,2,20.1,0,1,93854.78,97958.73,AZ,0
674,1851414.46,1901364.5,445110,2,4,0,29,13,153147.82,8.6722,9.4479,6,5,6,LLC,5,24.6,1,1,85099.14,76874.81,IL,0
626,722257.91,871186.27,621111,5,3,1,12,5,117113.25,11.4432,11.5864,4,1,1,Sole Proprietor,2,40.5,1,1,58775.93,55000.07,AZ,1
516,1779912.13,1790082.09,531210,5,2,0,18,7,191232.12,7.6227,8.4308,1,3,7,Sole Proprietor,3,16.5,1,0,102816.88,90964.95,NC,0
671,557636.95,688200.3,445110,6,2,1,25,7,122509.92,3.5,3.6013,1,3,2,Corp,1,1,2,2,65298.8,61427.39,GA,0
588,932516.11,979937.46,621111,3,1,1,6,16.6,184843.71,18.3589,20.42,5,5,3,Corp,7,25.1,1,2,119063.26,110556.23,CA,1
609,577520.9,548395.81,236220,1,4,1,16,9.6,70810.73,13.355,12.1125,8,2,1,Corp,4,24.3,0,2,58075.08,57295.8,FL,0
618,719910.82,681607.91,541511,5,5,0,21,5.4,114477.46,17.6955,19.5844,5,1,9,Corp,5,22.6,0,0,94183.17,84540.58,FL,0
770,1268335.76,1353199.05,722511,4,5,0,12,11.1,110770.76,13.4454,14.8993,8,5,1,Sole Proprietor,3,22,1,0,66902.58,61834.68,NY,0
673,1141965.88,1290121.21,541511,2,5,0,34,14.9,135113.3,9.2476,8.7488,6,4,4,Partnership,3,20.5,2,1,115390.32,118710.62,OH,0
523,978103.56,1114966.4,484110,4,5,0,14,12.4,245744.93,8.7039,8.9085,8,4,3,Sole Proprietor,9,21.3,1,2,178102.86,156731.92,IL,1
534,432936.79,475390,236220,4,3,1,6,3.5,285287.34,9.7907,8.852,6,1,9,Sole Proprietor,5,28.4,1,2,258674.83,266563.9,AZ,1
600,1471755.82,1358204.26,541511,4,4,1,19,12.8,100771.74,8.0157,7.5296,1,6,4,Corp,2,11.4,0,1,69172.49,71987.56,GA,0
749,731463.9,742429.64,484110,4,5,1,10,14.3,199161.7,15.7196,16.2729,7,6,9,Sole Proprietor,4,13.3,2,0,119193.59,119020.64,TX,0
639,3233407.29,3325100.94,531210,3,3,0,20,16,189734.92,3.5,3.89,6,4,4,LLC,5,18.5,0,1,106267.1,90476.64,WA,0
687,446808.96,500350.89,236220,5,1,0,17,13.9,87990.3,9.5166,9.6006,1,5,8,LLC,5,40.3,0,1,74796.28,78091.27,WA,0
610,947376.28,1045646.18,445110,1,1,1,15,15.5,130581.2,14.6166,13.7139,4,5,1,Corp,1,41.5,1,2,69991.31,66362.74,AZ,1
604,439396.33,522597.03,445110,2,3,0,10,9,60567.07,14.3625,16.0408,1,4,3,LLC,9,41.6,0,2,50964.32,45469.7,GA,1
664,414032.62,396953.42,541511,2,2,1,15,16,196405.82,14.7135,14.6613,8,3,5,Partnership,5,35.1,1,1,114440.31,103599.92,FL,1
580,1067368.7,1089951.78,722511,2,1,0,0,12.2,127057.07,13.0205,14.3017,3,3,3,Corp,8,46.6,2,2,80909.37,70939.54,GA,1
544,262589.96,266473.64,445110,3,3,1,10,18.2,227314.18,8.513,9.3895,2,2,9,LLC,6,6.9,2,3,110338.36,100783.97,OH,1
685,1292615.83,1253222.33,621111,6,2,0,11,9,206332.52,13.0788,14.1585,3,2,1,Partnership,4,29.3,4,0,115263.95,120368.44,AZ,0
804,1636816.38,1703675.82,541511,6,2,0,15,7.8,52736.69,10.6458,11.0273,7,1,1,Partnership,5,36,1,1,29816.26,26502.03,GA,0
679,651526.77,713722.3,445110,5,2,0,22,13.4,102941.66,10,9.8466,5,6,3,LLC,2,20.9,2,4,95876.54,93640.28,GA,0
793,2356032.45,2407729.87,531210,1,4,1,18,10.4,134306.62,9.4852,10.7434,3,3,1,Corp,4,37.1,1,0,73537.27,76855.3,NY,0
595,829653.01,947268.09,238210,5,1,1,9,13,277382.38,9.6446,10.7208,6,1,9,LLC,4,29,0,3,204551.35,209171.19,IL,1
655,920470.61,800797.88,484110,1,3,1,13,16.6,134120.33,13.0435,12.0979,7,6,7,Partnership,1,24.1,0,2,102906.37,94896.53,TX,0
576,1044010.47,1263799.54,238210,5,2,1,9,0.5,97944.56,13.3556,14.7429,6,3,7,Corp,7,44.7,0,1,86403.24,73988.23,NY,1
615,1767643.93,1554191.62,722511,3,1,1,0,13,214967.76,10.8407,10.8262,1,1,2,Sole Proprietor,6,32.5,0,0,135918.4,141188.45,WA,1
648,525475.53,510960.43,238210,2,5,0,21,7,134054.61,11.5897,12.323,4,1,5,Corp,7,19.5,1,1,89656.52,86336.15,NY,1
681,237343.71,221217.84,722511,1,1,1,6,10.3,132802.28,14.4841,15.3425,3,4,5,Corp,7,12.5,0,1,67655.4,66457.99,CA,1
566,287573.41,358342.19,722511,1,1,0,21,12,146959.25,7.6604,7.0427,7,6,5,Corp,7,25.4,1,1,73629.74,67579.44,IL,1
623,3992714.46,4223712.09,238210,5,2,1,12,10.3,169805.97,14.4655,15.8375,1,6,4,LLC,6,18.4,0,2,159119.79,136924.42,OH,0
601,771044.93,661315,531210,2,3,0,29,6.5,124110.04,17.1807,17.8278,7,3,7,Partnership,4,16.1,2,2,105095.26,98774.69,NC,1
612,646881.18,719150.84,621111,2,4,1,0,11,296176.07,14.3017,13.1923,4,1,9,Partnership,6,7.4,1,3,192208.93,192588.87,TX,1
723,703281.52,828222.4,722511,1,2,0,17,14.2,159871.18,3.5,3.4367,3,5,7,LLC,3,27.5,0,1,146478.31,146901.28,AZ,0
537,589963.75,546354.76,722511,5,5,0,14,15.4,159165.47,9.81,9.8435,4,4,8,Sole Proprietor,6,26.5,1,2,84293,87864.72,WA,1
577,556477.32,585109.84,621111,4,2,1,28,8.5,124289.74,13.1486,12.8674,7,4,8,Corp,7,35,0,3,87794.5,87561.07,IL,1
630,236361.12,238948.89,531210,5,4,0,9,5.3,132336.28,11.7466,12.4883,8,6,2,Sole Proprietor,9,41.8,3,0,89013.14,81613.64,NY,1
609,542703.78,644550.76,541511,6,5,0,0,3.6,64278.09,14.1176,13.6541,2,2,6,Corp,6,14.3,2,0,41919.35,39419.46,GA,1
611,527493.38,638500.21,236220,1,4,0,3,2.3,229691.32,14.1986,15.3393,1,4,7,Partnership,7,22.7,2,3,118162.1,116718.09,NC,1
667,663176.48,807459.73,238210,5,5,1,13,0.5,90289.78,12.0963,11.4074,5,1,5,Sole Proprietor,8,44.8,1,5,83927.66,83210.37,WA,1
676,1110841.21,1250778.41,445110,1,1,0,12,15.6,317508.64,9.4247,9.893,5,4,7,Sole Proprietor,3,34.4,3,2,253870.69,255498.14,AZ,0
759,744641.35,908059.56,445110,2,5,0,20,15,181793.75,10.4008,9.4183,2,2,2,Corp,6,20.4,0,1,157829.86,159656.2,NC,0
674,1105465.47,1008255.67,238210,2,4,1,6,17.5,140311.44,8.5088,8.7905,6,6,4,Sole Proprietor,4,30.1,0,0,98994.4,101230.01,WA,0
741,2622858.6,2402416.12,445110,2,5,0,18,5.4,358227.88,8.2455,8.3425,3,2,5,LLC,1,24.1,1,2,248338.69,247809.02,GA,0
598,443031.92,423168.86,722511,1,5,1,8,1.8,122064.21,12.9516,14.227,6,1,4,Partnership,6,36.1,2,3,58619.11,60153.13,CA,1
614,734213.16,720640.67,722511,2,3,0,7,14.3,152127.09,14.3876,15.0934,1,2,3,Sole Proprietor,4,21.7,2,2,143349.91,128954.76,TX,1
653,420901.6,455938.61,236220,5,4,1,9,3.2,63517.9,12.2949,12.0021,8,2,8,Corp,5,10.9,3,2,41002.04,40514.07,FL,1
652,1530812.94,1303731.38,484110,5,2,0,10,13.3,96108.07,12.444,13.907,1,6,9,Partnership,2,36.8,0,3,80682.67,78604.21,NC,0
643,214398.25,194908.65,238210,6,2,0,0,3.9,435853.77,7.5461,7.9784,1,1,1,Partnership,5,29.9,2,4,256072.27,252204.12,TX,1
678,1532121.89,1874464.69,621111,1,1,1,14,9.6,462661.2,12.696,11.6453,1,2,7,Sole Proprietor,3,13.8,1,2,429927.81,384169.12,WA,1
672,1084783.67,1140867.14,484110,2,4,0,15,12.1,137553.08,7.6334,7.8236,1,3,4,Sole Proprietor,3,22.5,0,2,108081.19,110722.75,CA,0
562,916862.24,944766.13,238210,2,3,0,11,3.4,113360.44,12.2665,12.8131,5,1,4,Sole Proprietor,6,32.5,1,3,102752.66,95561.79,NY,1
610,1786388.77,2061304.88,484110,1,2,1,13,7.3,159831.69,12.309,11.4888,1,4,1,LLC,2,3.3,1,1,74358.81,70880.33,NY,0
571,1195649.39,1488366.08,445110,4,3,0,15,12.4,137021.78,10.5793,11.5436,2,6,6,Partnership,5,30.2,1,1,93798.91,84682.97,WA,0
613,920235.86,914567.1,621111,3,4,0,9,16.3,328046.98,10.3875,10.1527,1,4,6,Partnership,5,30.1,1,1,232608.6,232361.04,OH,0
666,753039.13,747298.07,621111,4,2,0,16,10.9,93969.39,11.9487,13.6477,2,2,5,Corp,6,43.1,0,1,72982.2,73174,NY,0
719,920722.75,1099906.46,531210,1,3,1,23,11.8,157166.97,11.4079,11.007,4,1,3,Partnership,1,30,0,1,145099.79,135172.62,NY,0
620,1120589.13,1038808.34,531210,5,4,1,17,17.3,125831.56,7.7922,7.137,6,5,4,LLC,3,41.7,0,2,98701.12,83995.88,GA,0
656,237409.13,283388.49,531210,2,5,0,15,7.2,132485.26,15.744,15.3868,2,4,2,Sole Proprietor,6,44.6,2,2,109689.7,100915.47,FL,1
625,2719836.56,2947983.77,484110,5,3,0,19,0.5,216241.2,10.3465,9.9386,3,1,7,Corp,9,25.9,1,3,186742.03,169101.88,WA,1
812,2048983.37,2547019.67,238210,2,5,0,6,10.4,143202.1,4.0909,4.067,6,5,8,Sole Proprietor,3,9.8,0,1,115729.23,102156.15,IL,0
603,1864128.3,1830040.1,722511,1,3,0,5,7.9,102378.99,5.104,5.237,4,5,7,LLC,7,29.4,1,0,55210.14,53592.31,GA,1
622,1004892.16,1187187.22,445110,4,5,0,11,14.8,203121.98,7.6548,7.5135,5,5,6,Sole Proprietor,5,24,2,1,97250.31,90399.7,OH,0
696,1099434.49,1101750.91,722511,6,4,0,29,10.4,111688.72,8.484,8.1827,8,3,5,Partnership,3,31.1,2,1,69828.13,71587.21,OH,0
677,1086857.62,986642.95,238210,6,3,1,22,12.1,154653.79,5.2098,5.0499,1,4,3,LLC,2,25.5,1,1,85180.32,82168.86,NC,0
532,933909.63,1060956.15,531210,6,5,1,13,1.3,111060.94,10.1269,9.6349,2,4,6,Sole Proprietor,6,12.6,3,1,105188.97,96014.57,NC,1
